frame,sec,nsec,scan_time,dx,dy,dtheta,x,y,theta,bag_path
550, 1591289224, 372154311, 0, -0.00223429, -0.000885559, -0.000579913, 0.738489, -0.167166, -0.339638,2020-06-04-16-46-44.bag
551, 1591289224, 660960506, 0, -0.000780249, -0.000227123, -0.000433594, 0.737678, -0.16712, -0.340072,2020-06-04-16-46-44.bag
552, 1591289224, 968867395, 0, 0.000372014, 6.55157e-05, -0.000214116, 0.73805, -0.167183, -0.340286,2020-06-04-16-46-44.bag
553, 1591289225, 256242226, 0, -0.000286422, -0.000428311, -0.000214116, 0.737637, -0.167491, -0.3405,2020-06-04-16-46-44.bag
554, 1591289225, 562795474, 0, -0.000286423, -0.000428311, -0.000214116, 0.737224, -0.167799, -0.340714,2020-06-04-16-46-44.bag
555, 1591289225, 850288772, 0, -0.000286423, -0.000428311, -0.000214116, 0.736811, -0.168107, -0.340928,2020-06-04-16-46-44.bag
556, 1591289226, 156796701, 0, -0.000286423, -0.000428311, -0.000214116, 0.736398, -0.168415, -0.341142,2020-06-04-16-46-44.bag
557, 1591289226, 445586815, 0, -0.000286423, -0.000428311, -0.000214116, 0.735985, -0.168722, -0.341356,2020-06-04-16-46-44.bag
558, 1591289226, 734366772, 0, -0.000286423, -0.000428311, -0.000214116, 0.735572, -0.16903, -0.341571,2020-06-04-16-46-44.bag
559, 1591289227, 40838472, 0, -0.000286423, -0.000428311, -0.000214116, 0.735158, -0.169338, -0.341785,2020-06-04-16-46-44.bag
560, 1591289227, 328398512, 0, -0.000286423, -0.000428311, -0.000214116, 0.734745, -0.169645, -0.341999,2020-06-04-16-46-44.bag
561, 1591289227, 636153447, 0, -0.000286423, -0.000428311, -0.000214116, 0.734331, -0.169953, -0.342213,2020-06-04-16-46-44.bag
562, 1591289227, 923685778, 0, -0.000286423, -0.000428311, -0.000214116, 0.733918, -0.17026, -0.342427,2020-06-04-16-46-44.bag
563, 1591289228, 231439097, 0, -0.000286423, -0.000428311, -0.000214116, 0.733504, -0.170567, -0.342641,2020-06-04-16-46-44.bag
564, 1591289228, 520210845, 0, -0.000286423, -0.000428311, -0.000214116, 0.733091, -0.170875, -0.342855,2020-06-04-16-46-44.bag
565, 1591289228, 826403278, 0, -0.000286423, -0.000428311, -0.000214116, 0.732677, -0.171182, -0.343069,2020-06-04-16-46-44.bag
566, 1591289229, 115198752, 0, -0.000286423, -0.000428311, -0.000214116, 0.732263, -0.171489, -0.343284,2020-06-04-16-46-44.bag
567, 1591289229, 423256829, 0, -0.000286423, -0.000428311, -0.000214116, 0.731849, -0.171796, -0.343498,2020-06-04-16-46-44.bag
568, 1591289229, 712054944, 0, -0.000286423, -0.000428311, -0.000214116, 0.731435, -0.172102, -0.343712,2020-06-04-16-46-44.bag
569, 1591289230, 19797104, 0, -0.000286423, -0.000428311, -0.000214116, 0.731021, -0.172409, -0.343926,2020-06-04-16-46-44.bag
570, 1591289230, 306091789, 0, -0.000286423, -0.000428311, -0.000214116, 0.730607, -0.172716, -0.34414,2020-06-04-16-46-44.bag
571, 1591289230, 613847347, 0, -0.000286423, -0.000428311, -0.000214116, 0.730193, -0.173022, -0.344354,2020-06-04-16-46-44.bag
572, 1591289230, 901466546, 0, -0.000286423, -0.000428311, -0.000214116, 0.729779, -0.173329, -0.344568,2020-06-04-16-46-44.bag
573, 1591289231, 208041994, 0, -0.000286423, -0.000428311, -0.000214116, 0.729365, -0.173635, -0.344783,2020-06-04-16-46-44.bag
574, 1591289231, 496823732, 0, -0.000286423, -0.000428311, -0.000214116, 0.72895, -0.173942, -0.344997,2020-06-04-16-46-44.bag
575, 1591289231, 784360233, 0, -0.000286423, -0.000428311, -0.000214116, 0.728536, -0.174248, -0.345211,2020-06-04-16-46-44.bag
576, 1591289232, 90244469, 0, -0.000286423, -0.000428311, -0.000214116, 0.728121, -0.174554, -0.345425,2020-06-04-16-46-44.bag
577, 1591289232, 379035339, 0, -0.000286423, -0.000428311, -0.000214116, 0.727707, -0.17486, -0.345639,2020-06-04-16-46-44.bag
578, 1591289232, 686135290, 0, -0.000286423, -0.000428311, -0.000214116, 0.727292, -0.175166, -0.345853,2020-06-04-16-46-44.bag
579, 1591289232, 974933712, 0, -0.000286423, -0.000428311, -0.000214116, 0.726878, -0.175472, -0.346067,2020-06-04-16-46-44.bag
580, 1591289233, 280807360, 0, -0.000286423, -0.000428311, -0.000214116, 0.726463, -0.175777, -0.346281,2020-06-04-16-46-44.bag
581, 1591289233, 568353638, 0, -0.000286423, -0.000428311, -0.000214116, 0.726048, -0.176083, -0.346496,2020-06-04-16-46-44.bag
582, 1591289233, 876112387, 0, 0.0168135, 0.000339866, 0.0034525, 0.741978, -0.181473, -0.343043,2020-06-04-16-46-44.bag
583, 1591289234, 164881865, 0, 0.106975, 0.00243178, 0.0213229, 0.843538, -0.215165, -0.32172,2020-06-04-16-46-44.bag
584, 1591289234, 475146090, 0, 0.110665, -0.004715, 0.0193476, 0.947034, -0.25463, -0.302373,2020-06-04-16-46-44.bag
585, 1591289234, 765631374, 0, 0.197802, 0.00195166, 0.0435588, 1.13644, -0.311669, -0.258814,2020-06-04-16-46-44.bag
586, 1591289235, 73347737, 0, 0.169402, 0.00701187, 0.0336445, 1.302, -0.348247, -0.225169,2020-06-04-16-46-44.bag
587, 1591289235, 360453458, 0, 0.0987885, 0.00320604, 0.00266716, 1.39901, -0.367178, -0.222502,2020-06-04-16-46-44.bag
588, 1591289235, 667058090, 0, 0.109035, -0.00915335, -0.0393699, 1.50334, -0.400167, -0.261872,2020-06-04-16-46-44.bag
589, 1591289235, 955749378, 0, 0.190044, -0.011326, -0.0361189, 1.68397, -0.460307, -0.297991,2020-06-04-16-46-44.bag
590, 1591289236, 247009156, 0, 0.18127, -0.00438084, 0.0460084, 1.85596, -0.517716, -0.251982,2020-06-04-16-46-44.bag
591, 1591289236, 554677353, 0, 0.196733, -0.00769436, 0.0223253, 2.04457, -0.574218, -0.229657,2020-06-04-16-46-44.bag
592, 1591289236, 840933255, 0, 0.249534, -0.00159468, -0.00340855, 2.28719, -0.632575, -0.233066,2020-06-04-16-46-44.bag
593, 1591289237, 148812361, 0, 0.249287, -0.011632, -0.00975972, 2.52705, -0.701469, -0.242825,2020-06-04-16-46-44.bag
594, 1591289237, 438820077, 0, 0.280229, -0.000191689, 0.0290023, 2.79901, -0.769035, -0.213823,2020-06-04-16-46-44.bag
595, 1591289237, 746606263, 0, 0.353356, 0.0153115, 0.0444431, 3.14757, -0.829053, -0.16938,2020-06-04-16-46-44.bag
596, 1591289238, 34108391, 0, 0.332276, 0.0205996, 0.068068, 3.47856, -0.86476, -0.101312,2020-06-04-16-46-44.bag
597, 1591289238, 343135446, 0, 0.313919, 0.0265369, 0.104638, 3.79355, -0.870109, 0.00332611,2020-06-04-16-46-44.bag
598, 1591289238, 631894935, 0, 0.295832, 0.0379853, 0.140609, 4.08926, -0.83114, 0.143935,2020-06-04-16-46-44.bag
599, 1591289238, 939666602, 0, 0.2654, 0.0535408, 0.164148, 4.34423, -0.740084, 0.308083,2020-06-04-16-46-44.bag
600, 1591289239, 227184418, 0, 0.232391, 0.0549811, 0.164271, 4.54901, -0.617223, 0.472355,2020-06-04-16-46-44.bag
601, 1591289239, 534954903, 0, 0.209119, 0.0459276, 0.151864, 4.71433, -0.481178, 0.624219,2020-06-04-16-46-44.bag
602, 1591289239, 822477159, 0, 0.182391, 0.0334997, 0.146048, 4.84275, -0.347395, 0.770267,2020-06-04-16-46-44.bag
603, 1591289240, 130236938, 0, 0.168708, 0.0348577, 0.148874, 4.93956, -0.204901, 0.919141,2020-06-04-16-46-44.bag
604, 1591289240, 419499169, 0, 0.165951, 0.0329372, 0.154676, 5.01403, -0.05298, 1.07382,2020-06-04-16-46-44.bag
605, 1591289240, 727210917, 0, 0.15949, 0.0414558, 0.164443, 5.05363, 0.106981, 1.23826,2020-06-04-16-46-44.bag
606, 1591289241, 17265060, 0, 0.155526, 0.0436025, 0.1715, 5.06318, 0.26822, 1.40976,2020-06-04-16-46-44.bag
607, 1591289241, 304781542, 0, 0.151822, 0.0430477, 0.179031, 5.04503, 0.424981, 1.58879,2020-06-04-16-46-44.bag
608, 1591289241, 611278290, 0, 0.153798, 0.0409489, 0.164031, 5.00132, 0.578016, 1.75282,2020-06-04-16-46-44.bag
609, 1591289241, 897095247, 0, 0.159662, 0.0334394, 0.120085, 4.93953, 0.728987, 1.87291,2020-06-04-16-46-44.bag
610, 1591289242, 204059398, 0, 0.173345, 0.0225226, 0.0693909, 4.86646, 0.88778, 1.9423,2020-06-04-16-46-44.bag
611, 1591289242, 491576590, 0, 0.149662, 0.0166996, 0.00258531, 4.79657, 1.02117, 1.94488,2020-06-04-16-46-44.bag
612, 1591289242, 798082577, 0, 0.183942, 0.00194651, -0.00464606, 4.72754, 1.19168, 1.94024,2020-06-04-16-46-44.bag
613, 1591289243, 86866196, 0, 0.196998, -0.000801545, 0.0425316, 4.65715, 1.37568, 1.98277,2020-06-04-16-46-44.bag
614, 1591289243, 395870889, 0, 0.191133, 0.0164698, 0.109154, 4.56552, 1.54422, 2.09192,2020-06-04-16-46-44.bag
615, 1591289243, 684647040, 0, 0.183027, 0.0303758, 0.147416, 4.44806, 1.68783, 2.23934,2020-06-04-16-46-44.bag
616, 1591289243, 992447758, 0, 0.196237, 0.0420631, 0.171058, 4.29342, 1.81575, 2.4104,2020-06-04-16-46-44.bag
617, 1591289244, 279486612, 0, 0.1992, 0.0413635, 0.177313, 4.11751, 1.91798, 2.58771,2020-06-04-16-46-44.bag
618, 1591289244, 587754514, 0, 0.195853, 0.0422688, 0.176728, 3.92871, 1.98505, 2.76444,2020-06-04-16-46-44.bag
619, 1591289244, 875212500, 0, 0.195853, 0.0456022, 0.176728, 3.72983, 2.01478, 2.94117,2020-06-04-16-46-44.bag
620, 1591289245, 183713848, 0, 0.196827, 0.0451215, 0.178313, 3.52796, 2.00974, 3.11948,2020-06-04-16-46-44.bag
621, 1591289245, 471744559, 0, 0.197568, 0.0475084, 0.174074, 3.32939, 1.96662, 3.29355,2020-06-04-16-46-44.bag
622, 1591289245, 759279773, 0, 0.195517, 0.0418979, 0.168944, 3.14247, 1.8956, 3.4625,2020-06-04-16-46-44.bag
623, 1591289246, 66561981, 0, 0.189859, 0.0407594, 0.142833, 2.97516, 1.79704, 3.60533,2020-06-04-16-46-44.bag
624, 1591289246, 355355531, 0, 0.189645, 0.0349274, 0.107854, 2.82117, 1.68097, 3.71318,2020-06-04-16-46-44.bag
625, 1591289246, 659347050, 0, 0.204089, 0.00858312, 0.0264416, 2.65416, 1.56335, 3.73963,2020-06-04-16-46-44.bag
626, 1591289246, 946875530, 0, 0.214759, -0.00960618, -0.0355002, 2.47127, 1.45037, 3.70413,2020-06-04-16-46-44.bag
627, 1591289247, 253383185, 0, 0.203443, -0.0254292, -0.0749824, 2.28561, 1.36338, 3.62914,2020-06-04-16-46-44.bag
628, 1591289247, 542140261, 0, 0.138504, 0.00409067, -0.0890153, 2.16516, 1.29488, 3.54013,2020-06-04-16-46-44.bag
629, 1591289247, 848660644, 0, 0.191745, -0.0263071, -0.0792546, 1.97823, 1.24472, 3.46087,2020-06-04-16-46-44.bag
630, 1591289248, 136185543, 0, 0.174386, -0.0231384, -0.0833904, 1.8054, 1.21195, 3.37748,2020-06-04-16-46-44.bag
631, 1591289248, 443944616, 0, 0.152709, -0.0151, -0.0640694, 1.65339, 1.19094, 3.31341,2020-06-04-16-46-44.bag
632, 1591289248, 731456664, 0, 0.13953, -0.000312611, -0.0321547, 1.51586, 1.16739, 3.28126,2020-06-04-16-46-44.bag
633, 1591289249, 39231914, 0, 0.140991, 0.00352827, -0.00697219, 1.37673, 1.14427, 3.27429,2020-06-04-16-46-44.bag
634, 1591289249, 326746295, 0, 0.176407, 0.00569104, 0.00825338, 1.20263, 1.11529, 3.28254,2020-06-04-16-46-44.bag
635, 1591289249, 633278614, 0, 0.261191, 0.0016124, 0.0262644, 0.944256, 1.077, 3.3088,2020-06-04-16-46-44.bag
636, 1591289249, 922083845, 0, 0.248167, 0.00568647, 0.0303384, 0.700497, 1.03009, 3.33914,2020-06-04-16-46-44.bag
637, 1591289250, 229813701, 0, 0.225337, 0.0123943, 0.0809935, 0.481975, 0.973713, 3.42014,2020-06-04-16-46-44.bag
638, 1591289250, 521078010, 0, 0.217976, 0.0368079, 0.17648, 0.282521, 0.87839, 3.59662,2020-06-04-16-46-44.bag
639, 1591289250, 809839479, 0, 0.20026, 0.0612523, 0.235157, 0.129556, 0.735359, 3.83177,2020-06-04-16-46-44.bag
640, 1591289251, 116780275, 0, 0.20026, 0.0630081, 0.244478, 0.0152449, 0.559271, 4.07625,2020-06-04-16-46-44.bag
641, 1591289251, 405569705, 0, 0.205322, 0.0644896, 0.244868, -0.0548605, 0.355798, 4.32112,2020-06-04-16-46-44.bag
642, 1591289251, 713317152, 0, 0.1993, 0.0670822, 0.239971, -0.0688539, 0.145977, 4.56109,2020-06-04-16-46-44.bag
643, 1591289252, 2095697, 0, 0.196337, 0.0626378, 0.244621, -0.0365242, -0.0575586, 4.80571,2020-06-04-16-46-44.bag
644, 1591289252, 309848959, 0, 0.179465, 0.0696542, 0.286473, 0.0495506, -0.229752, 5.09218,2020-06-04-16-46-44.bag
645, 1591289252, 597404517, 0, 0.176667, 0.0785431, 0.315481, 0.187992, -0.364711, 5.40766,2020-06-04-16-46-44.bag
646, 1591289252, 903879224, 0, 0.174509, 0.0818352, 0.310744, 0.362622, -0.446289, 5.71841,2020-06-04-16-46-44.bag
647, 1591289253, 188903765, 0, 0.172259, 0.0692693, 0.235931, 0.545205, -0.479975, 5.95434,2020-06-04-16-46-44.bag
648, 1591289253, 492346844, 0, 0.210102, 0.0220711, 0.0509618, 0.751177, -0.526939, 6.0053,2020-06-04-16-46-44.bag
649, 1591289253, 780436746, 0, 0.221058, 0.00804273, 0.00308976, 0.965961, -0.579846, 6.00839,2020-06-04-16-46-44.bag
650, 1591289254, 87731067, 0, 0.216716, 0.0169865, 0.0373902, 1.17916, -0.622302, 6.04578,2020-06-04-16-46-44.bag
651, 1591289254, 376524698, 0, 0.212288, 0.026565, 0.0845661, 1.39174, -0.646408, 6.13035,2020-06-04-16-46-44.bag
652, 1591289254, 683022032, 0, 0.234604, 0.0228613, 0.105763, 1.62709, -0.65953, 6.23611,2020-06-04-16-46-44.bag
653, 1591289254, 971794568, 0, 0.257937, 0.0286364, 0.0986139, 1.88609, -0.643063, 6.33472,2020-06-04-16-46-44.bag
654, 1591289255, 258059493, 0, 0.267968, 0.0254168, 0.0623581, 2.15239, -0.603876, 6.39708,2020-06-04-16-46-44.bag
655, 1591289255, 563326336, 0, 0.27931, 0.0085063, -0.000949466, 2.42892, -0.563681, 6.39613,2020-06-04-16-46-44.bag
656, 1591289255, 850839848, 0, 0.271095, -0.00158515, -0.0333403, 2.69847, -0.534701, 6.36279,2020-06-04-16-46-44.bag
657, 1591289256, 157347812, 0, 0.264799, -0.00535744, -0.0354254, 2.96285, -0.518984, 6.32737,2020-06-04-16-46-44.bag
658, 1591289256, 448628018, 0, 0.258178, -0.000240843, -0.00535334, 3.22079, -0.507821, 6.32201,2020-06-04-16-46-44.bag
659, 1591289256, 756379242, 0, 0.269042, 0.00219476, 0.0173318, 3.48955, -0.495184, 6.33935,2020-06-04-16-46-44.bag
660, 1591289257, 45147270, 0, 0.258626, 0.00688155, 0.0366425, 3.74738, -0.473797, 6.37599,2020-06-04-16-46-44.bag
661, 1591289257, 352905254, 0, 0.255292, 0.0122816, 0.0417591, 4.00043, -0.43791, 6.41775,2020-06-04-16-46-44.bag
662, 1591289257, 641708462, 0, 0.249968, 0.0145104, 0.0472046, 4.2462, -0.389996, 6.46495,2020-06-04-16-46-44.bag
663, 1591289257, 949475769, 0, 0.214842, 0.0276029, 0.0889032, 4.45251, -0.324012, 6.55385,2020-06-04-16-46-44.bag
664, 1591289258, 239937419, 0, 0.211519, 0.0385242, 0.150172, 4.64603, -0.230335, 6.70403,2020-06-04-16-46-44.bag
665, 1591289258, 547759146, 0, 0.209711, 0.0406436, 0.191267, 4.82084, -0.107565, 6.89529,2020-06-04-16-46-44.bag
666, 1591289258, 834744193, 0, 0.220994, 0.075719, 0.241535, 4.9582, 0.0813886, 7.13683,2020-06-04-16-46-44.bag
667, 1591289259, 141239323, 0, 0.223422, 0.0718324, 0.246514, 5.0509, 0.296988, 7.38334,2020-06-04-16-46-44.bag
668, 1591289259, 429913568, 0, 0.230953, 0.0692193, 0.243131, 5.09393, 0.53422, 7.62647,2020-06-04-16-46-44.bag
669, 1591289259, 736420328, 0, 0.235644, 0.0761328, 0.236258, 5.07291, 0.780963, 7.86273,2020-06-04-16-46-44.bag
670, 1591289260, 24036178, 0, 0.23655, 0.0651863, 0.230835, 5.00566, 1.01693, 8.09357,2020-06-04-16-46-44.bag
671, 1591289260, 310296614, 0, 0.22704, 0.0646731, 0.149169, 4.88896, 1.22214, 8.24274,2020-06-04-16-46-44.bag
672, 1591289260, 614305697, 0, 0.2122, 0.00658492, -0.0316461, 4.80243, 1.41601, 8.21109,2020-06-04-16-46-44.bag
673, 1591289260, 901841766, 0, 0.238357, 0.0192787, 0.0290484, 4.70105, 1.63259, 8.24014,2020-06-04-16-46-44.bag
674, 1591289261, 210858839, 0, 0.253707, 0.0270572, 0.0783094, 4.58043, 1.85743, 8.31845,2020-06-04-16-46-44.bag
675, 1591289261, 500887581, 0, 0.232781, 0.0357609, 0.116365, 4.44418, 2.04953, 8.43481,2020-06-04-16-46-44.bag
676, 1591289261, 808647511, 0, 0.219849, 0.0412479, 0.147908, 4.28906, 2.21069, 8.58272,2020-06-04-16-46-44.bag
677, 1591289262, 98661879, 0, 0.20917, 0.0448426, 0.20306, 4.11632, 2.33687, 8.78578,2020-06-04-16-46-44.bag
678, 1591289262, 406422012, 0, 0.20489, 0.064287, 0.25306, 3.91351, 2.40746, 9.03884,2020-06-04-16-46-44.bag
679, 1591289262, 695619053, 0, 0.196866, 0.0659834, 0.249924, 3.70629, 2.42044, 9.28876,2020-06-04-16-46-44.bag
